,gene_id
chr20-57691425-57692247,ENSG00000124225
chr20-57699106-57699960,ENSG00000124225
chr20-57702833-57703687,ENSG00000124225
chr20-57709664-57710528,ENSG00000124225
chr20-57713244-57714136,ENSG00000124225
chr20-58309233-58310157,ENSG00000124209
chr20-58313056-58313909,ENSG00000124209
chr20-58388737-58389592,ENSG00000124164
chr20-58407309-58408186,ENSG00000124164
chr20-58408433-58409336,ENSG00000124164
chr20-58416611-58417458,ENSG00000124164
chr20-58447557-58448450,ENSG00000124164
chr20-58650705-58651479,ENSG00000124222
chr20-58652024-58652856,ENSG00000124222
chr20-58659581-58660394,ENSG00000124222
chr20-58661098-58661988,ENSG00000124222
chr20-58692360-58693207,ENSG00000215440
chr20-58701607-58702443,ENSG00000215440
chr20-58708228-58709154,ENSG00000215440
chr20-58837456-58838372,ENSG00000087460
chr20-58839270-58840088,ENSG00000087460
chr20-58847181-58848087,ENSG00000087460
chr20-58850503-58851389,ENSG00000087460
chr20-58852370-58853251,ENSG00000087460
chr20-58855637-58856457,ENSG00000087460
chr20-58864145-58865064,ENSG00000087460
chr20-58870085-58870961,ENSG00000087460
chr20-58877671-58878552,ENSG00000087460
chr20-58880981-58881888,ENSG00000087460
chr20-58888589-58889505,ENSG00000087460
chr20-58890867-58891631,ENSG00000087460
chr20-58892092-58892975,ENSG00000087460
chr20-58893662-58894414,ENSG00000087460
chr20-58907538-58908432,ENSG00000087460
chr20-58978454-58979295,ENSG00000101158
chr20-58980851-58981736,ENSG00000101158
chr20-58982619-58983420,ENSG00000101158
chr20-58993044-58993959,ENSG00000101158
chr20-59004525-59005484,ENSG00000101160
chr20-59006726-59007610,ENSG00000101160
chr20-59007815-59008587,ENSG00000101160
chr20-59031980-59032887,ENSG00000124172
chr20-59042430-59043324,ENSG00000101166
chr20-59122784-59123685,ENSG00000124203
chr20-59124300-59125041,ENSG00000124203
chr20-59139799-59140707,ENSG00000124203
chr20-59141818-59142732,ENSG00000124203
chr20-59144149-59145055,ENSG00000124203
chr20-59145668-59146516,ENSG00000124203
chr20-59148389-59149093,ENSG00000124203
chr20-59149581-59150488,ENSG00000124203
chr20-59159195-59160083,ENSG00000124203
chr20-59161470-59162350,ENSG00000124203
chr20-59163389-59164266,ENSG00000124203
chr20-59165899-59166780,ENSG00000124203
chr20-59170656-59171546,ENSG00000124203
chr20-59173663-59174518,ENSG00000124203
chr20-59177532-59178431,ENSG00000124203
chr20-59182268-59183132,ENSG00000124203
chr20-59184922-59185748,ENSG00000124203
chr20-59190764-59191675,ENSG00000124203
chr20-59207479-59208380,ENSG00000124203
chr20-59220737-59221413,ENSG00000124203
chr20-59222182-59223084,ENSG00000124203
chr20-59242510-59243377,ENSG00000124203
chr20-59253304-59254098,ENSG00000124203
chr20-59257862-59258790,ENSG00000124203
chr20-59933570-59934311,ENSG00000196074
chr20-59939972-59940883,ENSG00000196227
chr20-59984419-59985248,ENSG00000124215
chr20-60008173-60009065,ENSG00000124215
chr20-60011616-60012472,ENSG00000124215
chr20-60097045-60097947,ENSG00000228340
chr20-60100743-60101593,ENSG00000228340
chr20-60112935-60113602,ENSG00000228340
chr20-60116778-60117631,ENSG00000228340
chr20-60131133-60132027,ENSG00000228340
chr20-60133094-60134035,ENSG00000228340
chr20-60136717-60137472,ENSG00000228340
chr20-60137583-60138129,ENSG00000228340
chr20-60138260-60138871,ENSG00000228340
chr20-60201787-60202660,ENSG00000228340
chr20-60205959-60206863,ENSG00000228340
chr20-60208800-60209709,ENSG00000228340
chr20-60210785-60211693,ENSG00000228340
chr20-60228036-60228938,ENSG00000228340
chr20-60262730-60263630,ENSG00000228340
chr20-60446287-60447163,ENSG00000228340
chr20-61252943-61253821,ENSG00000179242
chr20-61719514-61720394,ENSG00000179242
chr20-61886829-61887598,ENSG00000179242
chr20-61895902-61896752,ENSG00000179242
chr20-61912478-61913336,ENSG00000179242
chr20-61980675-61981493,ENSG00000130699
chr20-61982014-61982817,ENSG00000130699
chr20-61984135-61984984,ENSG00000130699
chr20-61989597-61990430,ENSG00000130699
chr20-62010607-62011472,ENSG00000130699
chr20-62025759-62026612,ENSG00000130699
chr20-62030655-62031516,ENSG00000130699
chr20-62065586-62066485,ENSG00000130699
chr20-62121811-62122717,ENSG00000149657
chr20-62136618-62137491,ENSG00000101182
chr20-62141204-62141970,ENSG00000184402
chr20-62142976-62143904,ENSG00000184402
chr20-62156615-62157502,ENSG00000184402
chr20-62182533-62183457,ENSG00000101181
chr20-62185391-62186307,ENSG00000101181
chr20-62201302-62202206,ENSG00000101181
chr20-62234857-62235699,ENSG00000130703
chr20-62237914-62238815,ENSG00000130703
chr20-62244182-62244877,ENSG00000130703
chr20-62274240-62275110,ENSG00000130703
chr20-62291842-62292694,ENSG00000130703
chr20-62301524-62302147,ENSG00000130706
chr20-62302427-62303319,ENSG00000130706
chr20-62318443-62319194,ENSG00000130702
chr20-62321241-62321995,ENSG00000130702
chr20-62337490-62338380,ENSG00000130702
chr20-62339409-62340321,ENSG00000130702
chr20-62356944-62357813,ENSG00000130702
chr20-62366747-62367657,ENSG00000130702
chr20-62367799-62368563,ENSG00000130702
chr20-62386586-62387475,ENSG00000171858
chr20-62406907-62407824,ENSG00000149679
chr20-62641993-62642851,ENSG00000101187
chr20-62651130-62651685,ENSG00000101187
chr20-62651818-62652625,ENSG00000101187
chr20-62662049-62662841,ENSG00000101187
chr20-62666624-62667471,ENSG00000101187
chr20-62668313-62669179,ENSG00000101187
chr20-62671457-62672306,ENSG00000101187
chr20-62675163-62676043,ENSG00000101187
chr20-62678252-62679153,ENSG00000101187
chr20-62684517-62685267,ENSG00000101187
chr20-62793910-62794807,ENSG00000101189
chr20-62796028-62796915,ENSG00000101189
chr20-62802399-62803165,ENSG00000060491
chr20-62804392-62805256,ENSG00000060491
chr20-62805886-62806612,ENSG00000060491
chr20-62807980-62808842,ENSG00000060491
chr20-62811667-62812296,ENSG00000060491
chr20-62812424-62813062,ENSG00000060491
chr20-62813690-62814601,ENSG00000060491
chr20-62847366-62848197,ENSG00000101190
chr20-62861498-62862350,ENSG00000101190
chr20-62887270-62888111,ENSG00000101191
chr20-62890819-62891689,ENSG00000101191
chr20-62892508-62893347,ENSG00000101191
chr20-62899966-62900863,ENSG00000101191
chr20-62907153-62908048,ENSG00000101191
chr20-62914708-62915629,ENSG00000101191
chr20-62916424-62917236,ENSG00000101191
chr20-62917733-62918507,ENSG00000101191
chr20-62918694-62919517,ENSG00000101191
chr20-62920962-62921850,ENSG00000101191
chr20-62922343-62923126,ENSG00000101191
chr20-62924297-62925081,ENSG00000101191
chr20-62926064-62926919,ENSG00000101191
chr20-62928865-62929784,ENSG00000101191
chr20-62937587-62938478,ENSG00000101191
chr20-62946665-62947558,ENSG00000101193
chr20-62952248-62953130,ENSG00000101194
chr20-62954008-62954882,ENSG00000101194
chr20-62959156-62960013,ENSG00000101194
chr20-63215780-63216695,ENSG00000149658
chr20-63272313-63273196,ENSG00000101199
chr20-63284171-63284879,ENSG00000101199
chr20-63520319-63521192,ENSG00000125534
chr20-63567387-63568202,ENSG00000130589
chr20-63573809-63574721,ENSG00000130589
chr20-63587843-63588695,ENSG00000101216
chr20-63595460-63596232,ENSG00000101216
chr20-63602146-63603029,ENSG00000101216
chr20-63606280-63607186,ENSG00000101216
chr20-63612109-63612975,ENSG00000101216
chr20-63626664-63627572,ENSG00000101216
chr20-63628273-63628910,ENSG00000232442
chr20-63638932-63639843,ENSG00000197457
chr20-63641635-63642481,ENSG00000197457
chr20-63647955-63648756,ENSG00000197457
chr20-63648930-63649744,ENSG00000197457
chr20-63652930-63653815,ENSG00000197457
chr20-63657971-63658901,ENSG00000258366
chr20-63667357-63668278,ENSG00000258366
chr20-63686430-63687304,ENSG00000258366
chr20-63696212-63696960,ENSG00000258366
chr20-63707498-63708350,ENSG00000101246
chr20-63728135-63729038,ENSG00000197114
chr20-63730496-63731406,ENSG00000197114
chr20-63736035-63736889,ENSG00000197114
chr20-63737370-63738169,ENSG00000125520
chr20-63739262-63740072,ENSG00000125520
chr20-63740508-63741289,ENSG00000125520
chr20-63747753-63748551,ENSG00000130584
chr20-63750718-63751637,ENSG00000130584
chr20-63756289-63757182,ENSG00000130584
chr20-63765581-63766429,ENSG00000130584
chr20-63772716-63773493,ENSG00000130584
chr20-63774954-63775775,ENSG00000130584
chr20-63781778-63782643,ENSG00000130584
chr20-63785990-63786885,ENSG00000130584
chr20-63794393-63795290,ENSG00000130584
chr20-63795861-63796754,ENSG00000130584
chr20-63803459-63804337,ENSG00000130584
chr20-63807947-63808818,ENSG00000130584
chr20-63815991-63816906,ENSG00000130584
chr20-63819356-63820174,ENSG00000130584
chr20-63830873-63831761,ENSG00000130584
chr20-63863828-63864559,ENSG00000101150
chr20-63864834-63865660,ENSG00000101150
chr20-63873153-63874060,ENSG00000101150
chr20-63889235-63889929,ENSG00000101150
chr20-63894589-63895494,ENSG00000101152
chr20-63896138-63896883,ENSG00000101152
chr20-63898774-63899610,ENSG00000101152
chr20-63900199-63901031,ENSG00000101152
chr20-63902569-63903463,ENSG00000101152
chr20-63903997-63904832,ENSG00000101152
chr20-63909387-63910281,ENSG00000101152
chr20-63911016-63911911,ENSG00000101152
chr20-63912780-63913648,ENSG00000101152
chr20-63941316-63942186,ENSG00000198276
chr20-63948799-63949627,ENSG00000198276
chr20-63955405-63955932,ENSG00000198276
chr20-63956082-63956903,ENSG00000196700
chr20-63969393-63970268,ENSG00000196700
chr20-63973582-63974490,ENSG00000130590
chr20-63977398-63978237,ENSG00000130590
chr20-63980657-63981548,ENSG00000101161
chr20-64006632-64007518,ENSG00000101161
chr20-64047870-64048751,ENSG00000171703
chr20-64048933-64049801,ENSG00000171703
chr20-64057478-64058288,ENSG00000171703
chr20-64062610-64063500,ENSG00000171703
chr20-64065700-64066509,ENSG00000171703
chr20-64069498-64070367,ENSG00000171703
chr20-64076791-64077483,ENSG00000171700
chr20-64077617-64078462,ENSG00000171700
chr20-64079409-64080335,ENSG00000171700
chr20-64255261-64256162,ENSG00000203880
chr20-64285594-64286469,ENSG00000203880
chr20-64286790-64287400,ENSG00000203880
chr21-5101508-5102412,ENSG00000280071
chr21-5104008-5104743,ENSG00000280071
chr21-5123428-5124326,ENSG00000280071
chr21-5128021-5128919,ENSG00000280071
chr21-6122799-6123713,ENSG00000275993
chr21-8212819-8213728,ENSG00000278996
chr21-8219517-8220424,ENSG00000278996
chr21-14026940-14027819,ENSG00000224905
chr21-14380598-14381538,ENSG00000155304
chr21-14382843-14383768,ENSG00000155304
chr21-14513319-14514277,ENSG00000155307
chr21-14520276-14521179,ENSG00000155307
chr21-14522923-14523791,ENSG00000155307
chr21-14526910-14527503,ENSG00000155307
chr21-14527919-14528757,ENSG00000155307
chr21-14533707-14534581,ENSG00000155307
chr21-14541605-14542476,ENSG00000155307
chr21-14542612-14543309,ENSG00000155307
chr21-14543861-14544706,ENSG00000155307
chr21-14545898-14546790,ENSG00000155307
chr21-14548496-14549393,ENSG00000155307
chr21-14549967-14550808,ENSG00000155307
chr21-14557180-14558099,ENSG00000155307
chr21-14567503-14568414,ENSG00000155307
chr21-14569055-14569876,ENSG00000155307
chr21-14584560-14585491,ENSG00000155307
chr21-14589632-14590549,ENSG00000155307
chr21-14591625-14592539,ENSG00000155307
chr21-14602311-14603160,ENSG00000155307
chr21-14630273-14631160,ENSG00000155307
chr21-14863703-14864213,ENSG00000281903
chr21-14864334-14865034,ENSG00000281903
chr21-14868438-14869334,ENSG00000281903
chr21-14870113-14870970,ENSG00000281903
chr21-14879323-14880121,ENSG00000281903
chr21-14901403-14902302,ENSG00000281903
chr21-15005092-15005982,ENSG00000180530
chr21-15050418-15051225,ENSG00000180530
chr21-15051767-15052648,ENSG00000180530
chr21-15054593-15055283,ENSG00000180530
chr21-15056837-15057726,ENSG00000180530
chr21-15058539-15059399,ENSG00000180530
chr21-15064513-15065381,ENSG00000180530
chr21-15065830-15066466,ENSG00000180530
chr21-15413802-15414690,ENSG00000229425
chr21-15437672-15438551,ENSG00000229425
chr21-15442651-15443459,ENSG00000229425
chr21-15445164-15446040,ENSG00000229425
chr21-15482905-15483811,ENSG00000229425
chr21-15508387-15509244,ENSG00000229425
chr21-15513925-15514845,ENSG00000229425
chr21-15520799-15521604,ENSG00000229425
chr21-15534240-15535167,ENSG00000229425
chr21-15552788-15553669,ENSG00000229425
chr21-15592016-15592913,ENSG00000229425
chr21-15729571-15730396,ENSG00000155313
chr21-15732082-15732981,ENSG00000155313
chr21-15733546-15734391,ENSG00000155313
chr21-15735708-15736514,ENSG00000155313
chr21-15741818-15742575,ENSG00000155313
chr21-15749502-15750297,ENSG00000155313
chr21-15776619-15777490,ENSG00000155313
chr21-15823450-15824319,ENSG00000155313
chr21-15825887-15826728,ENSG00000155313
chr21-15837365-15838252,ENSG00000155313
chr21-16193891-16194796,ENSG00000215386
chr21-16196933-16197709,ENSG00000215386
chr21-16264091-16265005,ENSG00000215386
chr21-16330138-16330971,ENSG00000215386
chr21-17512419-17513343,ENSG00000154639
chr21-17536187-17537045,ENSG00000154639
chr21-17539097-17539943,ENSG00000154639
chr21-17585582-17586478,ENSG00000154639
chr21-17611221-17612037,ENSG00000280594
chr21-17612505-17613407,ENSG00000280594
chr21-17775497-17776314,ENSG00000240770
chr21-17779213-17779972,ENSG00000240770
chr21-17780294-17781178,ENSG00000240770
chr21-17783763-17784644,ENSG00000240770
chr21-17785997-17786767,ENSG00000240770
chr21-17789332-17790129,ENSG00000240770
chr21-17793454-17794291,ENSG00000244676
chr21-17794873-17795620,ENSG00000244676
chr21-17799150-17800004,ENSG00000244676
chr21-17819127-17819980,ENSG00000154642
chr21-17902810-17903652,ENSG00000154645
chr21-17924736-17925609,ENSG00000154645
chr21-18151448-18152351,ENSG00000154645
chr21-18155250-18156103,ENSG00000154645
chr21-18244844-18245792,ENSG00000154645
chr21-24339080-24339920,ENSG00000237484
chr21-24428403-24429291,ENSG00000237484
chr21-25559913-25560753,ENSG00000234883
chr21-25561684-25562568,ENSG00000234883
chr21-25563307-25564107,ENSG00000234883
chr21-25567133-25567809,ENSG00000234883
chr21-25568004-25568781,ENSG00000234883
chr21-25571013-25571871,ENSG00000234883
chr21-25572597-25573415,ENSG00000234883
chr21-25573573-25574410,ENSG00000234883
chr21-25607052-25607939,ENSG00000154719
chr21-25608190-25608941,ENSG00000154719
chr21-25734680-25735525,ENSG00000154727
chr21-25749819-25750580,ENSG00000154727
chr21-25881551-25882441,ENSG00000142192
chr21-25895498-25896394,ENSG00000142192
chr21-25903404-25904287,ENSG00000142192
chr21-25960879-25961685,ENSG00000142192
chr21-25963776-25964669,ENSG00000142192
chr21-25967396-25968263,ENSG00000142192
chr21-25999665-26000519,ENSG00000142192
chr21-26070760-26071664,ENSG00000142192
chr21-26139905-26140754,ENSG00000142192
chr21-26168926-26169834,ENSG00000142192
chr21-26170370-26171271,ENSG00000142192
chr21-26469632-26470414,ENSG00000166265
chr21-26546433-26547336,ENSG00000166265
chr21-26572564-26573426,ENSG00000166265
chr21-28516726-28517616,ENSG00000232855
chr21-28521834-28522625,ENSG00000232855
chr21-28604854-28605750,ENSG00000232855
chr21-28884811-28885706,ENSG00000156239
chr21-28939971-28940792,ENSG00000198862
chr21-28992473-28993369,ENSG00000198862
chr21-29017370-29018084,ENSG00000156253
chr21-29018806-29019737,ENSG00000156253
chr21-29021914-29022803,ENSG00000156256
chr21-29024274-29025196,ENSG00000156256
chr21-29030769-29031676,ENSG00000156256
chr21-29058384-29059324,ENSG00000156261
chr21-29064698-29065585,ENSG00000156261
chr21-29073298-29074194,ENSG00000156261
chr21-29076614-29077428,ENSG00000156265
chr21-29078857-29079747,ENSG00000156265
chr21-29080336-29081164,ENSG00000156265
chr21-29081977-29082850,ENSG00000156265
chr21-29089819-29090698,ENSG00000156265
chr21-29096346-29097259,ENSG00000156265
chr21-29099661-29100521,ENSG00000156265
chr21-29124969-29125829,ENSG00000156265
chr21-29155215-29156081,ENSG00000156265
chr21-29156856-29157720,ENSG00000156265
chr21-29162997-29163751,ENSG00000156265
chr21-29196063-29196977,ENSG00000156273
chr21-29208271-29209175,ENSG00000156273
chr21-29217524-29218392,ENSG00000156273
chr21-29228048-29228949,ENSG00000156273
chr21-29233088-29233949,ENSG00000156273
chr21-29238643-29239526,ENSG00000156273
chr21-29256306-29257091,ENSG00000156273
chr21-29271707-29272561,ENSG00000156273
chr21-29287192-29288110,ENSG00000156273
chr21-29293274-29294164,ENSG00000156273
chr21-29294976-29295870,ENSG00000156273
chr21-29298497-29299334,ENSG00000156273
chr21-29300090-29300934,ENSG00000156273
chr21-29302082-29303018,ENSG00000156273
chr21-29304258-29305148,ENSG00000156273
chr21-29316122-29316875,ENSG00000156273
chr21-29319852-29320723,ENSG00000156273
chr21-29347044-29347593,ENSG00000156273
chr21-29348084-29348964,ENSG00000156273
chr21-29356548-29357390,ENSG00000156273
chr21-29372103-29373001,ENSG00000156273
chr21-29376333-29377231,ENSG00000156273
chr21-29403904-29404799,ENSG00000156273
chr21-29436088-29436924,ENSG00000156273
chr21-29449155-29450043,ENSG00000156273
chr21-29476169-29477078,ENSG00000156273
chr21-29638567-29639193,ENSG00000171189
chr21-29639755-29640664,ENSG00000171189
chr21-29641764-29642617,ENSG00000171189
chr21-29649153-29650022,ENSG00000171189
chr21-29656460-29657378,ENSG00000171189
chr21-29813916-29814779,ENSG00000171189
chr21-29849436-29850329,ENSG00000171189
chr21-31123787-31124675,ENSG00000156299
chr21-31132619-31133502,ENSG00000156299
chr21-31136647-31137497,ENSG00000156299
chr21-31137796-31138587,ENSG00000156299
chr21-31142367-31143235,ENSG00000156299
chr21-31158912-31159825,ENSG00000156299
chr21-31172325-31173059,ENSG00000156299
chr21-31173808-31174692,ENSG00000156299
chr21-31175860-31176744,ENSG00000156299
chr21-31180235-31181073,ENSG00000156299
chr21-31181196-31181832,ENSG00000156299
chr21-31182049-31182942,ENSG00000156299
chr21-31184191-31185079,ENSG00000156299
chr21-31198300-31199157,ENSG00000156299
chr21-31201194-31202058,ENSG00000156299
chr21-31267893-31268760,ENSG00000156299
chr21-31282428-31282783,ENSG00000156299
chr21-31282879-31283418,ENSG00000156299
chr21-31326581-31327458,ENSG00000156299
chr21-31342080-31343011,ENSG00000156299
chr21-31343684-31344575,ENSG00000156299
chr21-31352581-31353505,ENSG00000156299
chr21-31354364-31355279,ENSG00000156299
chr21-31363600-31364409,ENSG00000156299
chr21-31381725-31382528,ENSG00000156299
chr21-31394218-31394983,ENSG00000156299
chr21-31397725-31398620,ENSG00000156299
chr21-31410329-31411125,ENSG00000156299
chr21-31443807-31444725,ENSG00000156299
chr21-31446214-31447127,ENSG00000156299
chr21-31506527-31507388,ENSG00000156299
chr21-31509271-31510133,ENSG00000156299
chr21-31558800-31559720,ENSG00000156299
chr21-31659248-31660087,ENSG00000142168
chr21-31665300-31666118,ENSG00000142168
chr21-31714076-31714829,ENSG00000156304
chr21-31720055-31720926,ENSG00000156304
chr21-31731748-31732642,ENSG00000156304
chr21-32181184-32182099,ENSG00000230323
chr21-32183777-32184655,ENSG00000230323
chr21-32278642-32279543,ENSG00000159055
chr21-32371603-32372508,ENSG00000142207
chr21-32392630-32393516,ENSG00000142207
chr21-32411463-32411937,ENSG00000166979
chr21-32412048-32412841,ENSG00000166979
chr21-32427941-32428802,ENSG00000166979
chr21-32432948-32433824,ENSG00000166979
chr21-32437395-32438225,ENSG00000166979
chr21-32468406-32469266,ENSG00000166979
chr21-32478559-32479470,ENSG00000166979
chr21-32484410-32485330,ENSG00000166979
chr21-32493091-32493963,ENSG00000166979
chr21-32600727-32601599,ENSG00000159079
chr21-32612146-32613072,ENSG00000159079
chr21-32653101-32653992,ENSG00000159082
chr21-32711813-32712663,ENSG00000159082
chr21-32717696-32718564,ENSG00000159082
chr21-32727570-32728487,ENSG00000159082
chr21-32731703-32732537,ENSG00000238197
chr21-32771416-32772293,ENSG00000205930
chr21-32779739-32780637,ENSG00000205930
chr21-32826320-32827215,ENSG00000205930
chr21-32886121-32887003,ENSG00000205930
chr21-32898199-32899085,ENSG00000205930
chr21-32914381-32915274,ENSG00000205930
chr21-32916451-32917291,ENSG00000205930
chr21-32921411-32922295,ENSG00000205930
chr21-32929287-32930164,ENSG00000227757
chr21-32932153-32933126,ENSG00000227757
chr21-32940159-32941048,ENSG00000227757
chr21-32965843-32966761,ENSG00000227757
chr21-32993972-32994789,ENSG00000227757
chr21-33007458-33008376,ENSG00000227757
chr21-33011150-33012033,ENSG00000227757
chr21-33014887-33015757,ENSG00000227757
chr21-33018666-33019425,ENSG00000227757
chr21-33019783-33020586,ENSG00000227757
chr21-33022567-33023264,ENSG00000227757
chr21-33027084-33027977,ENSG00000227757
chr21-33036166-33037067,ENSG00000227757
chr21-33055703-33056579,ENSG00000227757
chr21-33059205-33060106,ENSG00000227757
chr21-33064581-33065480,ENSG00000227757
chr21-33066079-33066879,ENSG00000227757
chr21-33067189-33068098,ENSG00000227757
chr21-33069838-33070627,ENSG00000227757
chr21-33071879-33072300,ENSG00000227757
chr21-33227584-33228418,ENSG00000159110
chr21-33229535-33230366,ENSG00000159110
chr21-33236005-33236800,ENSG00000159110
chr21-33244207-33244937,ENSG00000159110
chr21-33246568-33247145,ENSG00000159110
chr21-33247286-33248052,ENSG00000159110
chr21-33249147-33250091,ENSG00000159110
chr21-33259704-33260335,ENSG00000159110
chr21-33261389-33262302,ENSG00000159110
chr21-33265720-33266608,ENSG00000243646
chr21-33268505-33269275,ENSG00000243646
chr21-33269624-33270500,ENSG00000243646
chr21-33293513-33294425,ENSG00000243646
chr21-33295916-33296815,ENSG00000243646
chr21-33299132-33299993,ENSG00000243646
chr21-33300783-33301657,ENSG00000243646
chr21-33304420-33305339,ENSG00000243646
chr21-33308665-33309578,ENSG00000243646
chr21-33324461-33325371,ENSG00000142166
chr21-33330705-33331568,ENSG00000142166
chr21-33331831-33332621,ENSG00000142166
chr21-33339644-33340583,ENSG00000142166
chr21-33347347-33348243,ENSG00000142166
chr21-33350564-33351403,ENSG00000142166
chr21-33355364-33356164,ENSG00000142166
chr21-33402184-33402964,ENSG00000159128
chr21-33403088-33403828,ENSG00000159128
chr21-33404106-33404780,ENSG00000159128
chr21-33433149-33433972,ENSG00000159128
chr21-33434559-33435439,ENSG00000142188
chr21-33441804-33442699,ENSG00000159128
chr21-33444968-33445850,ENSG00000159128
chr21-33479574-33480483,ENSG00000142188
chr21-33481688-33482440,ENSG00000142188
chr21-33505586-33506489,ENSG00000159131
chr21-33510642-33511542,ENSG00000159131
chr21-33525538-33526422,ENSG00000159131
chr21-33532628-33533534,ENSG00000159131
chr21-33541692-33542349,ENSG00000159140
chr21-33542527-33543380,ENSG00000159140
chr21-33578698-33579571,ENSG00000159147
chr21-33588264-33589169,ENSG00000159147
chr21-33605496-33606406,ENSG00000205758
chr21-33641651-33642436,ENSG00000205726
chr21-33644340-33645074,ENSG00000205726
chr21-33703619-33704520,ENSG00000205726
chr21-33761432-33762335,ENSG00000205726
chr21-33817774-33818700,ENSG00000205726
chr21-33842294-33843203,ENSG00000205726
chr21-33894533-33895419,ENSG00000205726
chr21-33915390-33916301,ENSG00000237945
chr21-33923764-33924646,ENSG00000237945
chr21-33931465-33932306,ENSG00000237945
chr21-33936260-33937107,ENSG00000237945
chr21-33937695-33938616,ENSG00000237945
chr21-33940009-33940816,ENSG00000237945
chr21-33945542-33946417,ENSG00000237945
chr21-33947691-33948217,ENSG00000237945
chr21-33948340-33949041,ENSG00000237945
chr21-33949764-33950504,ENSG00000237945
chr21-33951320-33952198,ENSG00000237945
chr21-33955463-33956299,ENSG00000237945
chr21-33967944-33968823,ENSG00000237945
chr21-33975482-33976285,ENSG00000237945
chr21-34073145-34073966,ENSG00000198743
chr21-34078845-34079598,ENSG00000198743
chr21-34086604-34087505,ENSG00000198743
chr21-34092238-34093156,ENSG00000198743
chr21-34110407-34111300,ENSG00000243927
chr21-34128871-34129744,ENSG00000243927
chr21-34132594-34133411,ENSG00000243927
chr21-34202685-34203462,ENSG00000214955
chr21-34205727-34206658,ENSG00000214955
chr21-34223093-34224003,ENSG00000214955
chr21-34510308-34511219,ENSG00000180509
chr21-34511821-34512631,ENSG00000180509
chr21-34513039-34513787,ENSG00000159200
chr21-34517239-34518142,ENSG00000159200
chr21-34520497-34521405,ENSG00000159200
chr21-34526377-34527302,ENSG00000159200
chr21-34534305-34535209,ENSG00000159200
chr21-34543643-34544365,ENSG00000159200
chr21-34544933-34545855,ENSG00000159200
chr21-34570029-34570915,ENSG00000159200
chr21-34582547-34583437,ENSG00000159200
chr21-34589550-34590480,ENSG00000159200
chr21-34591943-34592808,ENSG00000159200
chr21-34602793-34603690,ENSG00000159200
chr21-34614844-34615701,ENSG00000159200
chr21-34787371-34788072,ENSG00000159216
chr21-34792024-34792787,ENSG00000159216
chr21-34801066-34801894,ENSG00000159216
chr21-34807493-34808133,ENSG00000159216
chr21-34811380-34811796,ENSG00000159216
chr21-34813252-34814153,ENSG00000159216
chr21-34826626-34827491,ENSG00000159216
chr21-34830529-34831442,ENSG00000159216
chr21-34835658-34836429,ENSG00000159216
chr21-34844317-34845147,ENSG00000159216
chr21-34845601-34846401,ENSG00000159216
chr21-34857193-34858004,ENSG00000159216
chr21-34865411-34866289,ENSG00000159216
chr21-34874439-34875355,ENSG00000159216
chr21-34882417-34883263,ENSG00000159216
chr21-34886386-34887139,ENSG00000159216
chr21-34888440-34889025,ENSG00000159216
chr21-34889663-34890562,ENSG00000159216
chr21-34892142-34892948,ENSG00000159216
chr21-34894234-34895145,ENSG00000159216
chr21-34908131-34909045,ENSG00000159216
chr21-34911156-34911989,ENSG00000159216
chr21-34913993-34914905,ENSG00000159216
chr21-34924689-34925607,ENSG00000159216
chr21-34933682-34934570,ENSG00000159216
chr21-34935323-34935994,ENSG00000159216
chr21-34936124-34936958,ENSG00000159216
chr21-34939333-34940185,ENSG00000159216
chr21-34940711-34941606,ENSG00000159216
chr21-34942551-34943423,ENSG00000159216
chr21-34946167-34947037,ENSG00000159216
chr21-34952451-34953355,ENSG00000159216
chr21-34956407-34957278,ENSG00000159216
chr21-34962621-34963496,ENSG00000159216
chr21-34967211-34968139,ENSG00000159216
chr21-34968643-34969481,ENSG00000159216
chr21-34973933-34974825,ENSG00000159216
chr21-34983315-34984075,ENSG00000159216
chr21-34986813-34987679,ENSG00000159216
chr21-34994507-34995362,ENSG00000159216
chr21-35007095-35007937,ENSG00000159216
chr21-35011340-35012249,ENSG00000159216
chr21-35014184-35014944,ENSG00000159216
chr21-35015185-35016035,ENSG00000159216
chr21-35020191-35021087,ENSG00000159216
chr21-35021775-35022666,ENSG00000159216
chr21-35026507-35027372,ENSG00000159216
chr21-35036606-35037515,ENSG00000159216
chr21-35037733-35038586,ENSG00000159216
chr21-35039879-35040776,ENSG00000159216
chr21-35045484-35046300,ENSG00000159216
chr21-35046912-35047855,ENSG00000159216
chr21-35048775-35049630,ENSG00000159216
chr21-35051035-35051920,ENSG00000159216
chr21-35052983-35053790,ENSG00000159216
chr21-35102719-35103592,ENSG00000159216
chr21-35106184-35107125,ENSG00000159216
chr21-35138544-35139450,ENSG00000159216
chr21-35172006-35172832,ENSG00000159216
chr21-35189130-35190042,ENSG00000159216
chr21-35204814-35205592,ENSG00000159216
chr21-35205999-35206660,ENSG00000159216
chr21-35222249-35223078,ENSG00000159216
chr21-35227071-35227974,ENSG00000159216
chr21-35228965-35229830,ENSG00000159216
chr21-35234490-35235380,ENSG00000159216
chr21-35298578-35299430,ENSG00000159216
chr21-35334044-35334869,ENSG00000159216
chr21-35342364-35343034,ENSG00000159216
chr21-35392060-35392978,ENSG00000159216
chr21-35394631-35395460,ENSG00000159216
